accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	completeness	geoLocAdmin2	geoLocCity	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	diagnosticMeasurementValue	diagnosticMeasurementUnit	diagnosticMeasurementMethod
PP_001P555.1	A.D.1.2	2020-12-07	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	11164	2022-04-06	OM857208.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.7333333333333333					0	0			
PP_001P563.1	A.D.1.2	2020-08-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	12166	2022-04-06	OM857209.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.7872577996715928					0	180			
PP_001P59X.1	A.D.1.2	2021-01-06	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15001	2022-04-06	OM857212.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9794417077175698					0	262			
PP_001P5AV.1	A.D.1.3	2020-11-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857213.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5BT.1	A.D.1.3	2020-11-19	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857214.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5CR.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857215.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5DP.1	A.D.1.3	2020-11-03	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857216.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5EM.1	A.D.1.3	2020-11-15	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857217.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5FK.1	A.D.1.3	2020-11-04	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857218.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5GH.1	A.D.1.3	2020-11-11	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857219.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5HE.1	A.D.1.3	2020-11-07	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857220.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5JC.1	A.D.1.3	2020-11-09	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857221.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5KA.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857222.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5L8.1	A.D.1.3	2020-11-15	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857223.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5M6.1	A.D.1.3	2020-11-02	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857224.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5N4.1	A.D.1.3	2020-11-13	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857225.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5P2.1	A.D.1.3	2020-11-21	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857226.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5Q0.1	A.D.1.3	2020-11-22	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857227.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5RY.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857228.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5SW.1	A.D.1.3	2020-11-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857229.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5TU.1	A.D.1.3	2020-11-06	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857230.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5US.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857231.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5VQ.1	A.D.1.3	2020-11-09	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857232.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5WN.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857233.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5XL.1	A.D.1.3	2020-11-11	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857234.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5YJ.1	A.D.1.3	2020-11-12	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857235.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P5ZG.1	A.D.1.3	2020-11-17	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857236.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P60E.1	A.D.1.3	2020-11-17	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857237.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P61C.1	A.D.1.3	2020-11-20	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	11423	2022-04-06	OM857238.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.7502791461412152					0	0			
PP_001P62A.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857239.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P638.1	A.D.1.3	2020-11-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857240.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P646.1	A.D.1.3	2020-11-09	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857241.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P654.1	A.D.1.3	2020-11-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857242.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P662.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857243.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P670.1	A.D.1.3	2020-11-02	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14961	2022-04-06	OM857244.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P68Y.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857245.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P69W.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857246.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6AU.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857247.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6BS.1	A.D.1.3	2020-11-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857248.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6CQ.1	A.D.1.3	2020-11-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857249.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6DN.1	A.D.1.3	2020-11-25	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14959	2022-04-06	OM857250.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6EL.1	A.D.1.3	2020-11-27	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857251.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6FJ.1	A.D.1.3	2020-12-04	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857252.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6GG.1	A.D.1.3	2020-11-29	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857253.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6HD.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857254.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6JB.1	A.D.1.3	2021-01-02	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15202	2022-04-06	OM857255.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9984893267651889					0	0			
PP_001P6K9.1	A.D.1.3	2020-12-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15199	2022-04-06	OM857256.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9982922824302135					0	0			
PP_001P6L7.1	A.D.1.3	2021-01-31	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15199	2022-04-06	OM857257.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9982922824302135					0	0			
PP_001P6M5.1	A.D.1.3	2020-12-23	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15202	2022-04-06	OM857258.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9984893267651889					0	0			
PP_001P6N3.1	A.D.1.3	2020-11-06	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857259.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6P1.1	A.D.1.3	2020-11-29	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857260.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6QZ.1	A.D.1.3	2020-11-24	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857261.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6RX.1	A.D.1.3	2020-12-22	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15199	2022-04-06	OM857262.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9982922824302135					0	0			
PP_001P6SV.1	A.D.1.3	2021-02-06	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15202	2022-04-06	OM857263.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9984893267651889					0	0			
PP_001P6TT.1	A.D.1.3	2021-02-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15202	2022-04-06	OM857264.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9984893267651889					0	0			
PP_001P6UR.1	A.D.1.3	2020-11-03	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14961	2022-04-06	OM857265.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
PP_001P6VP.1	A.D.1.3	2020-11-10	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	11158	2022-04-06	OM857266.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.7329392446633826					0	0			
PP_001P6WM.1	A.D.1.3	2021-01-02	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	15227	2022-04-06	OM857267.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9993431855500821					0	0			
PP_001P6XK.1	A.D.1.3	2020-11-17	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	11167	2022-04-06	OM857268.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.7335303776683088					0	0			
PP_001P6YH.1	A.D.1.3	2020-11-28	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	11167	2022-04-06	OM857269.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.7335303776683088					0	0			
PP_001P6ZF.1	A.D.1.3	2020-11-18	Australia		Eden, J.-S.; Sikazwe, C.; Levy, A.; Deng, Y.-M.; Dhanasekaran, V.; Smith, D. W.; Kok, J.; Barr, I. G.	The University of Sydney, Sydney Institute for Infectious Diseases	Homo sapiens	14960	2022-04-06	OM857270.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data	0.9825944170771757					0	0			
