Accession,Submitters,Geo_Location,Country
PP748811,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748812,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, Pierce County",USA
PP748813,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748814,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748815,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748816,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, Snohomish County",USA
PP748817,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748818,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748819,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748820,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748821,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, Snohomish County",USA
PP748822,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748823,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748824,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748825,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, Snohomish County",USA
PP748826,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, King County",USA
PP748827,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, Snohomish County",USA
PP748828,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Opsahl,J., Rodriguez-Salas,L., Mcdermot,E., Stone,J., Kolar,T., Han,P.D., Sibley,T.R., Truong,M., Reinhart,D., Grindstaff,S., Wolf,C.R., Boeckh,M., Englund,J.A., Lutz,B.R., Waghmare,A., Viboud,C., Starita,L.M., Shendure,J., Bedford,T., Chu,H.Y.","USA: Washington, Snohomish County",USA
PP748829,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Stone,J., Mcdermot,E., Kolar,T., Han,P.D., Sibley,T.R., Reinhart,D., Grindstaff,S., Truong,M., Babu,T.M., Feldstein,L.R., Saydah,S., Briggs-Hagen,M., Casto,A., Ehmen,B., Englund,J.A., Fortmann,S.P., Kuntz,J.L., Lockwood,T., Midgley,C.M., Mularski,R.A., Ogilvie,T., Opsahl,J., Reich,S., Rodriguez-Salas,L., Schmidt,M.A., Smith,N., Starita,L., Vandermeer,M., Weil,A.A., Wolf,C.R., Chu,H.Y., Naleway,A.L.","USA: Washington, King County",USA
PP748830,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Stone,J., Mcdermot,E., Kolar,T., Han,P.D., Sibley,T.R., Reinhart,D., Grindstaff,S., Truong,M., Babu,T.M., Feldstein,L.R., Saydah,S., Briggs-Hagen,M., Casto,A., Ehmen,B., Englund,J.A., Fortmann,S.P., Kuntz,J.L., Lockwood,T., Midgley,C.M., Mularski,R.A., Ogilvie,T., Opsahl,J., Reich,S., Rodriguez-Salas,L., Schmidt,M.A., Smith,N., Starita,L., Vandermeer,M., Weil,A.A., Wolf,C.R., Chu,H.Y., Naleway,A.L.","USA: Oregon, Multnomah County",USA
PP748831,"Frazar,C.D., Lee,J., Ryke,E., Gamboa,L., Stone,J., Mcdermot,E., Kolar,T., Han,P.D., Sibley,T.R., Reinhart,D., Grindstaff,S., Truong,M., Babu,T.M., Feldstein,L.R., Saydah,S., Briggs-Hagen,M., Casto,A., Ehmen,B., Englund,J.A., Fortmann,S.P., Kuntz,J.L., Lockwood,T., Midgley,C.M., Mularski,R.A., Ogilvie,T., Opsahl,J., Reich,S., Rodriguez-Salas,L., Schmidt,M.A., Smith,N., Starita,L., Vandermeer,M., Weil,A.A., Wolf,C.R., Chu,H.Y., Naleway,A.L.","USA: Oregon, Washington County",USA
PP740738,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740739,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740740,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740741,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740742,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740743,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740744,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740745,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740746,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740747,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740748,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740749,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP740750,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709402,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709403,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709404,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709405,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709406,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709407,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709408,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709409,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709410,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709411,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709412,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709413,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709414,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709415,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709416,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709417,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709418,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709419,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709420,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709421,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709422,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709423,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709424,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709425,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709426,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709427,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709428,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709429,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709430,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709431,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709432,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709433,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709434,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709435,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709436,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709437,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709438,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709439,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709460,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709461,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709462,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709463,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709464,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709465,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709466,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709467,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709468,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709469,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709470,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709471,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709472,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709473,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP709474,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668177,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668178,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668179,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668180,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668181,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668182,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668183,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668184,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668185,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668186,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668187,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668188,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668189,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668190,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668191,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668192,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668193,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668194,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668195,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668196,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668197,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP668198,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP660426,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660427,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660428,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660429,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660430,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660431,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660432,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660433,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660434,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660435,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660436,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660437,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660438,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660439,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660440,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660441,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660442,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660443,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660444,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660445,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660446,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660447,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660448,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660449,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660450,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660451,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660452,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660453,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660454,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660455,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660456,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660457,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660458,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660459,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660460,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660461,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660462,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660463,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660464,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660465,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660466,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660467,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660468,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660469,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660470,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660471,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660472,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660473,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660474,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660475,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660476,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660477,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660478,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660479,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660480,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660481,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660482,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660483,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660484,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660485,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660486,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660487,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660488,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660489,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660490,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660491,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660492,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660493,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660494,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660495,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660496,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660497,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660498,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660499,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660500,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660501,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660502,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660503,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660504,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660505,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660506,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660507,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660508,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660509,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660510,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660511,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660512,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660513,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660514,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660515,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660516,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660517,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660518,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660519,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660520,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660521,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660522,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660523,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660524,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660525,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660526,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660527,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660528,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660529,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660530,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660531,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660532,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660533,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660534,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660535,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660536,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660537,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660538,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660539,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660540,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660541,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP660542,"Lauring,A.S., Papalambros,L.K.",USA,USA
PP594768,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP594769,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP594770,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP594771,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP594772,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP594773,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
PP594774,"Kunerth,H.D., Plumb,M., Namugenyi,S., Evans,D., Wang,X.",USA: Minnesota,USA
