MAF	sample	target
0.36566200000000004	Yale-RSV-0251	RSVA
0.09013899999999997	Yale-RSV-0251	RSVA
0.33948999999999996	Yale-RSV-0251	RSVA
0.06639700000000004	Yale-RSV-0251	RSVA
0.23255800000000004	Yale-RSV-0251	RSVA
0.05498999999999998	Yale-RSV-0252	RSVA
0.363378	Yale-RSV-0252	RSVA
0.38114	Yale-RSV-0252	RSVA
0.27168499999999995	Yale-RSV-0252	RSVA
0.224732	Yale-RSV-0252	RSVA
0.204206	Yale-RSV-0252	RSVA
0.235488	Yale-RSV-0252	RSVA
0.288728	Yale-RSV-0252	RSVA
0.272494	Yale-RSV-0252	RSVA
0.122807	Yale-RSV-0252	RSVA
0.11860400000000004	Yale-RSV-0252	RSVA
0.23677000000000004	Yale-RSV-0252	RSVA
0.334006	Yale-RSV-0252	RSVA
0.385542	Yale-RSV-0252	RSVA
0.10920099999999999	Yale-RSV-0252	RSVA
0.05191699999999999	Yale-RSV-0252	RSVA
0.22953599999999996	Yale-RSV-0252	RSVA
0.061316999999999955	Yale-RSV-0252	RSVA
0.270969	Yale-RSV-0252	RSVA
0.325719	Yale-RSV-0252	RSVA
0.19316500000000003	Yale-RSV-0254	RSVA
0.286015	Yale-RSV-0254	RSVA
0.06603599999999998	Yale-RSV-0254	RSVA
0.382979	Yale-RSV-0254	RSVA
0.471051	Yale-RSV-0254	RSVA
0.14039800000000002	Yale-RSV-0254	RSVA
0.12518300000000004	Yale-RSV-0254	RSVA
0.17576899999999995	Yale-RSV-0254	RSVA
0.08052400000000004	Yale-RSV-0254	RSVA
0.19096000000000002	Yale-RSV-0254	RSVA
0.07754700000000003	Yale-RSV-0254	RSVA
0.079036	Yale-RSV-0254	RSVA
0.10924199999999995	Yale-RSV-0254	RSVA
0.20865100000000003	Yale-RSV-0254	RSVA
0.05612600000000001	Yale-RSV-0254	RSVA
0.053373000000000004	Yale-RSV-0254	RSVA
0.291004	Yale-RSV-0254	RSVA
0.307116	Yale-RSV-0254	RSVA
0.433551	Yale-RSV-0254	RSVA
0.47499	Yale-RSV-0254	RSVA
0.323782	Yale-RSV-0254	RSVA
0.375	Yale-RSV-0254	RSVA
0.423443	Yale-RSV-0254	RSVA
0.05515800000000004	Yale-RSV-0254	RSVA
0.058926000000000034	Yale-RSV-0254	RSVA
0.060262999999999955	Yale-RSV-0254	RSVA
0.09659399999999996	Yale-RSV-0254	RSVA
0.17487299999999995	Yale-RSV-0254	RSVA
0.05555600000000005	Yale-RSV-0255	RSVA
0.33131299999999997	Yale-RSV-0255	RSVA
0.053571000000000035	Yale-RSV-0255	RSVA
0.214032	Yale-RSV-0255	RSVA
0.07407399999999997	Yale-RSV-0255	RSVA
0.425315	Yale-RSV-0255	RSVA
0.06060600000000005	Yale-RSV-0255	RSVA
0.421053	Yale-RSV-0255	RSVA
0.12540600000000002	Yale-RSV-0255	RSVA
0.43243200000000004	Yale-RSV-0255	RSVA
0.054259999999999975	Yale-RSV-0255	RSVA
0.05604600000000004	Yale-RSV-0255	RSVA
0.07914299999999996	Yale-RSV-0255	RSVA
0.12289799999999995	Yale-RSV-0255	RSVA
0.33113499999999996	Yale-RSV-0255	RSVA
0.318558	Yale-RSV-0255	RSVA
0.09459499999999998	Yale-RSV-0255	RSVA
0.13978500000000005	Yale-RSV-0255	RSVA
0.208696	Yale-RSV-0255	RSVA
0.206897	Yale-RSV-0255	RSVA
0.331395	Yale-RSV-0255	RSVA
0.463646	Yale-RSV-0255	RSVA
0.055300000000000016	Yale-RSV-0255	RSVA
0.16569900000000004	Yale-RSV-0255	RSVA
0.16902300000000003	Yale-RSV-0255	RSVA
0.06666700000000003	Yale-RSV-0255	RSVA
0.225275	Yale-RSV-0255	RSVA
0.058016999999999985	Yale-RSV-0255	RSVA
0.059343000000000035	Yale-RSV-0255	RSVA
0.05811900000000003	Yale-RSV-0255	RSVA
0.12244900000000003	Yale-RSV-0255	RSVA
0.490471	Yale-RSV-0255	RSVA
0.376846	Yale-RSV-0258	RSVA
0.38691	Yale-RSV-0258	RSVA
0.39725299999999997	Yale-RSV-0258	RSVA
0.40558700000000003	Yale-RSV-0258	RSVA
0.411257	Yale-RSV-0258	RSVA
0.409787	Yale-RSV-0258	RSVA
0.41041099999999997	Yale-RSV-0258	RSVA
0.40961499999999995	Yale-RSV-0258	RSVA
0.410656	Yale-RSV-0258	RSVA
0.17438699999999996	Yale-RSV-0258	RSVA
0.24434999999999996	Yale-RSV-0258	RSVA
0.23706	Yale-RSV-0258	RSVA
0.235129	Yale-RSV-0258	RSVA
0.238629	Yale-RSV-0258	RSVA
0.239995	Yale-RSV-0258	RSVA
0.242424	Yale-RSV-0258	RSVA
0.244093	Yale-RSV-0258	RSVA
0.244807	Yale-RSV-0258	RSVA
0.248714	Yale-RSV-0258	RSVA
0.47748	Yale-RSV-0258	RSVA
0.47826100000000005	Yale-RSV-0258	RSVA
0.47847399999999995	Yale-RSV-0258	RSVA
0.494122	Yale-RSV-0258	RSVA
0.18867900000000004	Yale-RSV-0258	RSVA
0.153061	Yale-RSV-0258	RSVA
0.228346	Yale-RSV-0258	RSVA
0.22834600000000005	Yale-RSV-0258	RSVA
0.24	Yale-RSV-0258	RSVA
0.216981	Yale-RSV-0258	RSVA
0.274336	Yale-RSV-0258	RSVA
0.214953	Yale-RSV-0258	RSVA
0.254545	Yale-RSV-0258	RSVA
0.256881	Yale-RSV-0258	RSVA
0.247706	Yale-RSV-0258	RSVA
0.224047	Yale-RSV-0258	RSVA
0.333333	Yale-RSV-0258	RSVA
0.282353	Yale-RSV-0258	RSVA
0.32142899999999996	Yale-RSV-0258	RSVA
0.197183	Yale-RSV-0258	RSVA
0.197183	Yale-RSV-0258	RSVA
0.16176500000000005	Yale-RSV-0258	RSVA
0.280702	Yale-RSV-0258	RSVA
0.28125	Yale-RSV-0258	RSVA
0.34285699999999997	Yale-RSV-0258	RSVA
0.39757299999999995	Yale-RSV-0258	RSVA
0.445114	Yale-RSV-0258	RSVA
0.444309	Yale-RSV-0258	RSVA
0.44486400000000004	Yale-RSV-0258	RSVA
0.455813	Yale-RSV-0258	RSVA
0.45769000000000004	Yale-RSV-0258	RSVA
0.46242399999999995	Yale-RSV-0258	RSVA
0.456427	Yale-RSV-0258	RSVA
0.456178	Yale-RSV-0258	RSVA
0.45649300000000004	Yale-RSV-0258	RSVA
0.46081300000000003	Yale-RSV-0258	RSVA
0.46616500000000005	Yale-RSV-0258	RSVA
0.462912	Yale-RSV-0258	RSVA
0.45239700000000005	Yale-RSV-0258	RSVA
0.451407	Yale-RSV-0258	RSVA
0.44625499999999996	Yale-RSV-0258	RSVA
0.49922999999999995	Yale-RSV-0258	RSVA
0.47695	Yale-RSV-0258	RSVA
0.480681	Yale-RSV-0258	RSVA
0.215406	Yale-RSV-0258	RSVA
0.455881	Yale-RSV-0258	RSVA
0.274147	Yale-RSV-0258	RSVA
0.27767600000000003	Yale-RSV-0258	RSVA
0.245163	Yale-RSV-0258	RSVA
0.24457799999999996	Yale-RSV-0258	RSVA
0.23156	Yale-RSV-0258	RSVA
0.215847	Yale-RSV-0258	RSVA
0.219063	Yale-RSV-0258	RSVA
0.218885	Yale-RSV-0258	RSVA
0.218885	Yale-RSV-0258	RSVA
0.212449	Yale-RSV-0258	RSVA
0.212055	Yale-RSV-0258	RSVA
0.14872600000000002	Yale-RSV-0258	RSVA
0.19339399999999995	Yale-RSV-0258	RSVA
0.19472299999999998	Yale-RSV-0258	RSVA
0.197654	Yale-RSV-0258	RSVA
0.16440900000000003	Yale-RSV-0258	RSVA
0.10086600000000001	Yale-RSV-0258	RSVA
0.11668599999999996	Yale-RSV-0258	RSVA
0.11961699999999997	Yale-RSV-0258	RSVA
0.13260300000000003	Yale-RSV-0258	RSVA
0.13891600000000004	Yale-RSV-0258	RSVA
0.155238	Yale-RSV-0258	RSVA
0.23101000000000005	Yale-RSV-0258	RSVA
0.23067700000000002	Yale-RSV-0258	RSVA
0.23868699999999998	Yale-RSV-0258	RSVA
0.241228	Yale-RSV-0258	RSVA
0.251255	Yale-RSV-0258	RSVA
0.25085	Yale-RSV-0258	RSVA
0.43343200000000004	Yale-RSV-0258	RSVA
0.433998	Yale-RSV-0258	RSVA
0.430698	Yale-RSV-0258	RSVA
0.43189200000000005	Yale-RSV-0258	RSVA
0.22823899999999997	Yale-RSV-0258	RSVA
0.348834	Yale-RSV-0258	RSVA
0.488867	Yale-RSV-0258	RSVA
0.358191	Yale-RSV-0258	RSVA
0.347058	Yale-RSV-0258	RSVA
0.335105	Yale-RSV-0258	RSVA
0.33631	Yale-RSV-0258	RSVA
0.310623	Yale-RSV-0258	RSVA
0.297309	Yale-RSV-0258	RSVA
0.267922	Yale-RSV-0258	RSVA
0.26212	Yale-RSV-0258	RSVA
0.264958	Yale-RSV-0258	RSVA
0.242648	Yale-RSV-0258	RSVA
0.228568	Yale-RSV-0258	RSVA
0.19925400000000004	Yale-RSV-0258	RSVA
0.227751	Yale-RSV-0258	RSVA
0.22337	Yale-RSV-0258	RSVA
0.262917	Yale-RSV-0258	RSVA
0.281803	Yale-RSV-0258	RSVA
0.260818	Yale-RSV-0258	RSVA
0.242188	Yale-RSV-0258	RSVA
0.486336	Yale-RSV-0258	RSVA
0.226993	Yale-RSV-0258	RSVA
0.431901	Yale-RSV-0258	RSVA
0.441427	Yale-RSV-0258	RSVA
0.452751	Yale-RSV-0258	RSVA
0.08895699999999995	Yale-RSV-0258	RSVA
0.449275	Yale-RSV-0258	RSVA
0.418461	Yale-RSV-0258	RSVA
0.382888	Yale-RSV-0258	RSVA
0.383316	Yale-RSV-0258	RSVA
0.38476200000000005	Yale-RSV-0258	RSVA
0.381267	Yale-RSV-0258	RSVA
0.365666	Yale-RSV-0258	RSVA
0.359716	Yale-RSV-0258	RSVA
0.400701	Yale-RSV-0258	RSVA
0.402272	Yale-RSV-0258	RSVA
0.4036	Yale-RSV-0258	RSVA
0.40225	Yale-RSV-0258	RSVA
0.391432	Yale-RSV-0258	RSVA
0.407038	Yale-RSV-0258	RSVA
0.389344	Yale-RSV-0258	RSVA
0.393295	Yale-RSV-0258	RSVA
0.354753	Yale-RSV-0258	RSVA
0.35398	Yale-RSV-0258	RSVA
0.392923	Yale-RSV-0258	RSVA
0.367252	Yale-RSV-0258	RSVA
0.374157	Yale-RSV-0258	RSVA
0.427222	Yale-RSV-0258	RSVA
0.426561	Yale-RSV-0258	RSVA
0.487027	Yale-RSV-0258	RSVA
0.407634	Yale-RSV-0258	RSVA
0.386769	Yale-RSV-0258	RSVA
0.354516	Yale-RSV-0258	RSVA
0.302666	Yale-RSV-0258	RSVA
0.240048	Yale-RSV-0258	RSVA
0.355893	Yale-RSV-0258	RSVA
0.051827999999999985	Yale-RSV-0258	RSVA
0.230737	Yale-RSV-0258	RSVA
0.273651	Yale-RSV-0258	RSVA
0.27612400000000004	Yale-RSV-0258	RSVA
0.29078899999999996	Yale-RSV-0258	RSVA
0.241379	Yale-RSV-0258	RSVA
0.101499	Yale-RSV-0258	RSVA
0.10679899999999998	Yale-RSV-0258	RSVA
0.11150000000000004	Yale-RSV-0258	RSVA
0.06362500000000004	Yale-RSV-0258	RSVA
0.279033	Yale-RSV-0258	RSVA
0.43208500000000005	Yale-RSV-0258	RSVA
0.12297199999999997	Yale-RSV-0258	RSVA
0.141837	Yale-RSV-0258	RSVA
0.09971600000000003	Yale-RSV-0258	RSVA
0.21275900000000003	Yale-RSV-0258	RSVA
0.210949	Yale-RSV-0258	RSVA
0.254864	Yale-RSV-0258	RSVA
0.245093	Yale-RSV-0258	RSVA
0.243413	Yale-RSV-0258	RSVA
0.244874	Yale-RSV-0258	RSVA
0.239321	Yale-RSV-0258	RSVA
0.238191	Yale-RSV-0258	RSVA
0.273246	Yale-RSV-0258	RSVA
0.270353	Yale-RSV-0258	RSVA
0.2889	Yale-RSV-0258	RSVA
0.28923	Yale-RSV-0258	RSVA
0.288039	Yale-RSV-0258	RSVA
0.370002	Yale-RSV-0258	RSVA
0.37000200000000005	Yale-RSV-0258	RSVA
0.448964	Yale-RSV-0258	RSVA
0.461452	Yale-RSV-0258	RSVA
0.461996	Yale-RSV-0258	RSVA
0.461514	Yale-RSV-0258	RSVA
0.481634	Yale-RSV-0258	RSVA
0.47549300000000005	Yale-RSV-0258	RSVA
0.447881	Yale-RSV-0258	RSVA
0.447933	Yale-RSV-0258	RSVA
0.301003	Yale-RSV-0258	RSVA
0.38639	Yale-RSV-0258	RSVA
0.317137	Yale-RSV-0258	RSVA
0.331882	Yale-RSV-0258	RSVA
0.33474499999999996	Yale-RSV-0258	RSVA
0.332369	Yale-RSV-0258	RSVA
0.236827	Yale-RSV-0258	RSVA
0.23936100000000005	Yale-RSV-0258	RSVA
0.24736999999999998	Yale-RSV-0258	RSVA
0.24439900000000003	Yale-RSV-0258	RSVA
0.265912	Yale-RSV-0258	RSVA
0.269005	Yale-RSV-0258	RSVA
0.41994600000000004	Yale-RSV-0258	RSVA
0.450844	Yale-RSV-0258	RSVA
0.410696	Yale-RSV-0258	RSVA
0.385499	Yale-RSV-0258	RSVA
0.360394	Yale-RSV-0258	RSVA
0.337493	Yale-RSV-0258	RSVA
0.325424	Yale-RSV-0258	RSVA
0.300453	Yale-RSV-0258	RSVA
0.46258999999999995	Yale-RSV-0258	RSVA
0.277733	Yale-RSV-0258	RSVA
0.273093	Yale-RSV-0258	RSVA
0.27298	Yale-RSV-0258	RSVA
0.273443	Yale-RSV-0258	RSVA
0.480446	Yale-RSV-0258	RSVA
0.270488	Yale-RSV-0258	RSVA
0.267828	Yale-RSV-0258	RSVA
0.267617	Yale-RSV-0258	RSVA
0.23864	Yale-RSV-0258	RSVA
0.221667	Yale-RSV-0258	RSVA
0.14712000000000003	Yale-RSV-0258	RSVA
0.102773	Yale-RSV-0258	RSVA
0.33711	Yale-RSV-0258	RSVA
0.18187200000000003	Yale-RSV-0258	RSVA
0.19071499999999997	Yale-RSV-0258	RSVA
0.230769	Yale-RSV-0258	RSVA
0.333333	Yale-RSV-0258	RSVA
0.13860300000000003	Yale-RSV-0258	RSVA
0.12802599999999997	Yale-RSV-0258	RSVA
0.07601400000000003	Yale-RSV-0258	RSVA
0.39520999999999995	Yale-RSV-0258	RSVA
0.39686600000000005	Yale-RSV-0258	RSVA
0.442646	Yale-RSV-0258	RSVA
0.396706	Yale-RSV-0258	RSVA
0.319739	Yale-RSV-0258	RSVA
0.245189	Yale-RSV-0258	RSVA
0.19501100000000005	Yale-RSV-0258	RSVA
0.179029	Yale-RSV-0258	RSVA
0.20317300000000005	Yale-RSV-0258	RSVA
0.11109599999999997	Yale-RSV-0258	RSVA
0.333066	Yale-RSV-0258	RSVA
0.144988	Yale-RSV-0258	RSVA
0.31042400000000003	Yale-RSV-0258	RSVA
0.310424	Yale-RSV-0258	RSVA
0.07031100000000001	Yale-RSV-0258	RSVA
0.38300999999999996	Yale-RSV-0258	RSVA
0.49902599999999997	Yale-RSV-0258	RSVA
0.42147	Yale-RSV-0258	RSVA
0.287414	Yale-RSV-0258	RSVA
0.270432	Yale-RSV-0258	RSVA
0.266266	Yale-RSV-0258	RSVA
0.269192	Yale-RSV-0258	RSVA
0.258216	Yale-RSV-0258	RSVA
0.269857	Yale-RSV-0258	RSVA
0.27115199999999995	Yale-RSV-0258	RSVA
0.267035	Yale-RSV-0258	RSVA
0.274122	Yale-RSV-0258	RSVA
0.267976	Yale-RSV-0258	RSVA
0.266246	Yale-RSV-0258	RSVA
0.267922	Yale-RSV-0258	RSVA
0.26503	Yale-RSV-0258	RSVA
0.26548499999999997	Yale-RSV-0258	RSVA
0.263545	Yale-RSV-0258	RSVA
0.238515	Yale-RSV-0258	RSVA
0.31054000000000004	Yale-RSV-0258	RSVA
0.25747200000000003	Yale-RSV-0258	RSVA
0.237511	Yale-RSV-0258	RSVA
0.10158900000000004	Yale-RSV-0258	RSVA
0.205813	Yale-RSV-0258	RSVA
0.20581300000000002	Yale-RSV-0258	RSVA
0.202404	Yale-RSV-0258	RSVA
0.299585	Yale-RSV-0258	RSVA
0.306534	Yale-RSV-0258	RSVA
0.345479	Yale-RSV-0258	RSVA
0.353921	Yale-RSV-0258	RSVA
0.354618	Yale-RSV-0258	RSVA
0.38684	Yale-RSV-0258	RSVA
0.452909	Yale-RSV-0258	RSVA
0.276582	Yale-RSV-0258	RSVA
0.45520700000000003	Yale-RSV-0258	RSVA
0.458194	Yale-RSV-0258	RSVA
0.460128	Yale-RSV-0258	RSVA
0.420229	Yale-RSV-0258	RSVA
0.315956	Yale-RSV-0258	RSVA
0.35323499999999997	Yale-RSV-0258	RSVA
0.33476799999999995	Yale-RSV-0258	RSVA
0.457658	Yale-RSV-0258	RSVA
0.476055	Yale-RSV-0258	RSVA
0.453113	Yale-RSV-0258	RSVA
0.42195099999999996	Yale-RSV-0258	RSVA
0.432983	Yale-RSV-0258	RSVA
0.498949	Yale-RSV-0258	RSVA
0.343175	Yale-RSV-0258	RSVA
0.287022	Yale-RSV-0258	RSVA
0.287479	Yale-RSV-0258	RSVA
0.28984	Yale-RSV-0258	RSVA
0.274025	Yale-RSV-0258	RSVA
0.274373	Yale-RSV-0258	RSVA
0.06901100000000004	Yale-RSV-0258	RSVA
0.12711799999999995	Yale-RSV-0258	RSVA
0.146138	Yale-RSV-0258	RSVA
0.26548099999999997	Yale-RSV-0258	RSVA
0.227352	Yale-RSV-0258	RSVA
0.468976	Yale-RSV-0258	RSVA
0.462322	Yale-RSV-0258	RSVA
0.439316	Yale-RSV-0258	RSVA
0.417974	Yale-RSV-0258	RSVA
0.381257	Yale-RSV-0258	RSVA
0.42187	Yale-RSV-0258	RSVA
0.43668399999999996	Yale-RSV-0258	RSVA
0.433813	Yale-RSV-0258	RSVA
0.263878	Yale-RSV-0258	RSVA
0.2604	Yale-RSV-0258	RSVA
0.10249200000000003	Yale-RSV-0258	RSVA
0.30366800000000005	Yale-RSV-0258	RSVA
0.36651599999999995	Yale-RSV-0258	RSVA
0.36156	Yale-RSV-0258	RSVA
0.169902	Yale-RSV-0258	RSVA
0.21984000000000004	Yale-RSV-0258	RSVA
0.207839	Yale-RSV-0258	RSVA
0.212607	Yale-RSV-0258	RSVA
0.25056999999999996	Yale-RSV-0258	RSVA
0.20046	Yale-RSV-0258	RSVA
0.248631	Yale-RSV-0258	RSVA
0.262568	Yale-RSV-0258	RSVA
0.356305	Yale-RSV-0258	RSVA
0.09895600000000004	Yale-RSV-0258	RSVA
0.334054	Yale-RSV-0258	RSVA
0.410764	Yale-RSV-0258	RSVA
0.395499	Yale-RSV-0258	RSVA
0.393771	Yale-RSV-0258	RSVA
0.394946	Yale-RSV-0258	RSVA
0.40710900000000005	Yale-RSV-0258	RSVA
0.409999	Yale-RSV-0258	RSVA
0.41107099999999996	Yale-RSV-0258	RSVA
0.329993	Yale-RSV-0258	RSVA
0.408962	Yale-RSV-0258	RSVA
0.404032	Yale-RSV-0258	RSVA
0.3912	Yale-RSV-0258	RSVA
0.388946	Yale-RSV-0258	RSVA
0.350943	Yale-RSV-0258	RSVA
0.247956	Yale-RSV-0258	RSVA
0.25824499999999995	Yale-RSV-0258	RSVA
0.258112	Yale-RSV-0258	RSVA
0.218246	Yale-RSV-0258	RSVA
0.07461399999999996	Yale-RSV-0258	RSVA
0.297819	Yale-RSV-0258	RSVA
0.24879399999999996	Yale-RSV-0258	RSVA
0.224827	Yale-RSV-0258	RSVA
0.24188	Yale-RSV-0258	RSVA
0.24187999999999998	Yale-RSV-0258	RSVA
0.212594	Yale-RSV-0258	RSVA
0.309488	Yale-RSV-0258	RSVA
0.16083599999999998	Yale-RSV-0258	RSVA
0.33417300000000005	Yale-RSV-0258	RSVA
0.20477	Yale-RSV-0258	RSVA
0.200112	Yale-RSV-0258	RSVA
0.215926	Yale-RSV-0258	RSVA
0.203168	Yale-RSV-0258	RSVA
0.221498	Yale-RSV-0258	RSVA
0.218254	Yale-RSV-0258	RSVA
0.316577	Yale-RSV-0258	RSVA
0.403582	Yale-RSV-0258	RSVA
0.41729700000000003	Yale-RSV-0258	RSVA
0.399554	Yale-RSV-0258	RSVA
0.430226	Yale-RSV-0258	RSVA
0.47641900000000004	Yale-RSV-0258	RSVA
0.45773	Yale-RSV-0258	RSVA
0.475317	Yale-RSV-0258	RSVA
0.484708	Yale-RSV-0258	RSVA
0.471658	Yale-RSV-0258	RSVA
0.154065	Yale-RSV-0258	RSVA
0.430712	Yale-RSV-0258	RSVA
0.48048	Yale-RSV-0258	RSVA
0.49265099999999995	Yale-RSV-0258	RSVA
0.49390500000000004	Yale-RSV-0258	RSVA
0.49580199999999996	Yale-RSV-0258	RSVA
0.48927	Yale-RSV-0258	RSVA
0.481693	Yale-RSV-0258	RSVA
0.493355	Yale-RSV-0258	RSVA
0.449079	Yale-RSV-0258	RSVA
0.40568099999999996	Yale-RSV-0258	RSVA
0.346821	Yale-RSV-0258	RSVA
0.335957	Yale-RSV-0258	RSVA
0.305348	Yale-RSV-0258	RSVA
0.28746	Yale-RSV-0258	RSVA
0.28896999999999995	Yale-RSV-0258	RSVA
0.284382	Yale-RSV-0258	RSVA
0.29796500000000004	Yale-RSV-0258	RSVA
0.29527499999999995	Yale-RSV-0258	RSVA
0.225625	Yale-RSV-0258	RSVA
0.331159	Yale-RSV-0258	RSVA
0.347125	Yale-RSV-0258	RSVA
0.315427	Yale-RSV-0258	RSVA
0.29673700000000003	Yale-RSV-0258	RSVA
0.299115	Yale-RSV-0258	RSVA
0.298417	Yale-RSV-0258	RSVA
0.314749	Yale-RSV-0258	RSVA
0.349503	Yale-RSV-0258	RSVA
0.405799	Yale-RSV-0258	RSVA
0.373356	Yale-RSV-0258	RSVA
0.371272	Yale-RSV-0258	RSVA
0.44168300000000005	Yale-RSV-0258	RSVA
0.45628	Yale-RSV-0258	RSVA
0.337522	Yale-RSV-0258	RSVA
0.326129	Yale-RSV-0258	RSVA
0.328455	Yale-RSV-0258	RSVA
0.382057	Yale-RSV-0258	RSVA
0.284507	Yale-RSV-0258	RSVA
0.339118	Yale-RSV-0258	RSVA
0.383689	Yale-RSV-0258	RSVA
0.42446700000000004	Yale-RSV-0258	RSVA
0.304425	Yale-RSV-0258	RSVA
0.2972	Yale-RSV-0258	RSVA
0.405534	Yale-RSV-0258	RSVA
0.447521	Yale-RSV-0258	RSVA
0.448237	Yale-RSV-0258	RSVA
0.453997	Yale-RSV-0258	RSVA
0.448022	Yale-RSV-0258	RSVA
0.475607	Yale-RSV-0258	RSVA
0.46087900000000004	Yale-RSV-0258	RSVA
0.44986899999999996	Yale-RSV-0258	RSVA
0.46155599999999997	Yale-RSV-0258	RSVA
0.453835	Yale-RSV-0258	RSVA
0.41228600000000004	Yale-RSV-0258	RSVA
0.399397	Yale-RSV-0258	RSVA
0.372795	Yale-RSV-0258	RSVA
0.35728099999999996	Yale-RSV-0258	RSVA
0.280977	Yale-RSV-0258	RSVA
0.27993900000000005	Yale-RSV-0258	RSVA
0.261018	Yale-RSV-0258	RSVA
0.25442299999999995	Yale-RSV-0258	RSVA
0.23306000000000004	Yale-RSV-0258	RSVA
0.22335000000000005	Yale-RSV-0258	RSVA
0.17731300000000005	Yale-RSV-0258	RSVA
0.13349200000000006	Yale-RSV-0258	RSVA
0.202797	Yale-RSV-0258	RSVA
0.105263	Yale-RSV-0258	RSVA
0.13483100000000003	Yale-RSV-0258	RSVA
0.19012300000000004	Yale-RSV-0258	RSVA
0.44101100000000004	Yale-RSV-0258	RSVA
0.225126	Yale-RSV-0258	RSVA
0.322041	Yale-RSV-0258	RSVA
0.332449	Yale-RSV-0258	RSVA
0.326538	Yale-RSV-0258	RSVA
0.313595	Yale-RSV-0258	RSVA
0.37065499999999996	Yale-RSV-0258	RSVA
0.381559	Yale-RSV-0258	RSVA
0.387614	Yale-RSV-0258	RSVA
0.20466499999999999	Yale-RSV-0258	RSVA
0.434776	Yale-RSV-0258	RSVA
0.417491	Yale-RSV-0258	RSVA
0.482804	Yale-RSV-0258	RSVA
0.449457	Yale-RSV-0258	RSVA
0.465352	Yale-RSV-0258	RSVA
0.433377	Yale-RSV-0258	RSVA
0.48476	Yale-RSV-0258	RSVA
0.477058	Yale-RSV-0258	RSVA
0.47408	Yale-RSV-0258	RSVA
0.472585	Yale-RSV-0258	RSVA
0.458493	Yale-RSV-0258	RSVA
0.40531	Yale-RSV-0258	RSVA
0.456327	Yale-RSV-0258	RSVA
0.441837	Yale-RSV-0258	RSVA
0.456944	Yale-RSV-0258	RSVA
0.15414300000000003	Yale-RSV-0258	RSVA
0.449549	Yale-RSV-0258	RSVA
0.448478	Yale-RSV-0258	RSVA
0.443465	Yale-RSV-0258	RSVA
0.498397	Yale-RSV-0258	RSVA
0.490676	Yale-RSV-0258	RSVA
0.33576799999999996	Yale-RSV-0258	RSVA
0.49243899999999996	Yale-RSV-0258	RSVA
0.464715	Yale-RSV-0258	RSVA
0.482175	Yale-RSV-0258	RSVA
0.489683	Yale-RSV-0258	RSVA
0.456158	Yale-RSV-0258	RSVA
0.437767	Yale-RSV-0258	RSVA
0.424064	Yale-RSV-0258	RSVA
0.463574	Yale-RSV-0258	RSVA
0.469982	Yale-RSV-0258	RSVA
0.447865	Yale-RSV-0258	RSVA
0.45201199999999997	Yale-RSV-0258	RSVA
0.452823	Yale-RSV-0258	RSVA
0.47500699999999996	Yale-RSV-0258	RSVA
0.47478299999999996	Yale-RSV-0258	RSVA
0.469163	Yale-RSV-0258	RSVA
0.39684299999999995	Yale-RSV-0258	RSVA
0.386166	Yale-RSV-0258	RSVA
0.32488799999999995	Yale-RSV-0258	RSVA
0.242288	Yale-RSV-0258	RSVA
0.243395	Yale-RSV-0258	RSVA
0.25395199999999996	Yale-RSV-0258	RSVA
0.250439	Yale-RSV-0258	RSVA
0.24839	Yale-RSV-0258	RSVA
0.14726499999999998	Yale-RSV-0258	RSVA
0.13976	Yale-RSV-0258	RSVA
0.063724	Yale-RSV-0258	RSVA
0.234993	Yale-RSV-0258	RSVA
0.287907	Yale-RSV-0258	RSVA
0.348028	Yale-RSV-0258	RSVA
0.223109	Yale-RSV-0258	RSVA
0.218496	Yale-RSV-0258	RSVA
0.07296899999999995	Yale-RSV-0258	RSVA
0.375595	Yale-RSV-0258	RSVA
0.10672000000000004	Yale-RSV-0258	RSVA
0.327994	Yale-RSV-0258	RSVA
0.12274200000000002	Yale-RSV-0258	RSVA
0.226021	Yale-RSV-0258	RSVA
0.05560399999999999	Yale-RSV-0258	RSVA
0.304037	Yale-RSV-0258	RSVA
0.05276599999999998	Yale-RSV-0258	RSVA
0.12222	Yale-RSV-0258	RSVA
0.13556599999999996	Yale-RSV-0258	RSVA
0.21900200000000003	Yale-RSV-0258	RSVA
0.205944	Yale-RSV-0258	RSVA
0.204848	Yale-RSV-0258	RSVA
0.211213	Yale-RSV-0258	RSVA
0.247464	Yale-RSV-0258	RSVA
0.250138	Yale-RSV-0258	RSVA
0.263691	Yale-RSV-0258	RSVA
0.26218	Yale-RSV-0258	RSVA
0.48561	Yale-RSV-0258	RSVA
0.306197	Yale-RSV-0258	RSVA
0.289259	Yale-RSV-0258	RSVA
0.285588	Yale-RSV-0258	RSVA
0.275099	Yale-RSV-0258	RSVA
0.267264	Yale-RSV-0258	RSVA
0.215425	Yale-RSV-0258	RSVA
0.212112	Yale-RSV-0258	RSVA
0.269205	Yale-RSV-0258	RSVA
0.251115	Yale-RSV-0258	RSVA
0.11287800000000003	Yale-RSV-0258	RSVA
0.294899	Yale-RSV-0258	RSVA
0.11527500000000002	Yale-RSV-0258	RSVA
0.12004199999999998	Yale-RSV-0258	RSVA
0.17366499999999996	Yale-RSV-0258	RSVA
0.275299	Yale-RSV-0258	RSVA
0.28045	Yale-RSV-0258	RSVA
