sample	name	start	end	depth
Yale-RSV-0071-1	P 	2331	3220	4824
Yale-RSV-0071-1	M 	3224	4180	12942
Yale-RSV-0071-1	SH 	4190	4599	372
Yale-RSV-0071-1	G 	4644	5565	2561
Yale-RSV-0071-1	F 	5619	7521	27513
Yale-RSV-0071-1	M2 	7567	8527	54404
Yale-RSV-0071-1	L	8460	15037	29510
sample	name	start	end	depth
Yale-RSV-0072-1	NS1 	45	576	1004
Yale-RSV-0072-1	NS2 	596	1097	5781
Yale-RSV-0072-1	N 	1125	2329	3586
Yale-RSV-0072-1	P 	2331	3220	1633
Yale-RSV-0072-1	M 	3224	4180	1152
Yale-RSV-0072-1	SH 	4190	4599	11
Yale-RSV-0072-1	G 	4644	5565	2
Yale-RSV-0072-1	F 	5619	7521	4146
Yale-RSV-0072-1	M2 	7567	8527	29801
Yale-RSV-0072-1	L	8460	15037	2039
sample	name	start	end	depth
Yale-RSV-0075-1	NS1 	45	576	5948
Yale-RSV-0075-1	NS2 	596	1097	91
Yale-RSV-0075-1	N 	1125	2329	6269
Yale-RSV-0075-1	P 	2331	3220	8399
Yale-RSV-0075-1	M 	3224	4180	22034
Yale-RSV-0075-1	SH 	4190	4599	1005
Yale-RSV-0075-1	G 	4644	5565	21919
Yale-RSV-0075-1	F 	5619	7521	36953
Yale-RSV-0075-1	M2 	7567	8527	43733
Yale-RSV-0075-1	L	8460	15037	27795
sample	name	start	end	depth
Yale-RSV-0076-1	NS1 	45	576	4449
Yale-RSV-0076-1	NS2 	596	1097	1050
Yale-RSV-0076-1	N 	1125	2329	3695
Yale-RSV-0076-1	P 	2331	3220	9428
Yale-RSV-0076-1	M 	3224	4180	12435
Yale-RSV-0076-1	SH 	4190	4599	937
Yale-RSV-0076-1	G 	4644	5565	15216
Yale-RSV-0076-1	F 	5619	7521	16088
Yale-RSV-0076-1	M2 	7567	8527	22116
Yale-RSV-0076-1	L	8460	15037	11934
sample	name	start	end	depth
Yale-RSV-0078-1	NS1 	45	576	1
Yale-RSV-0078-1	NS2 	596	1097	0
Yale-RSV-0078-1	N 	1125	2329	0
Yale-RSV-0078-1	P 	2331	3220	10
Yale-RSV-0078-1	M 	3224	4180	16
Yale-RSV-0078-1	SH 	4190	4599	4259
Yale-RSV-0078-1	G 	4644	5565	545
Yale-RSV-0078-1	F 	5619	7521	297
Yale-RSV-0078-1	M2 	7567	8527	62
Yale-RSV-0078-1	L	8460	15037	714
sample	name	start	end	depth
Yale-RSV-0080-1	NS1 	45	576	7320
Yale-RSV-0080-1	NS2 	596	1097	388
Yale-RSV-0080-1	N 	1125	2329	34922
Yale-RSV-0080-1	P 	2331	3220	37840
Yale-RSV-0080-1	M 	3224	4180	10596
Yale-RSV-0080-1	SH 	4190	4599	664
Yale-RSV-0080-1	G 	4644	5565	1722
Yale-RSV-0080-1	F 	5619	7521	39713
Yale-RSV-0080-1	M2 	7567	8527	64690
Yale-RSV-0080-1	L	8460	15037	42936
sample	name	start	end	depth
Yale-RSV-0081-1	NS1 	45	576	2344
Yale-RSV-0081-1	NS2 	596	1097	857
Yale-RSV-0081-1	N 	1125	2329	13368
Yale-RSV-0081-1	P 	2331	3220	10587
Yale-RSV-0081-1	M 	3224	4180	5379
Yale-RSV-0081-1	SH 	4190	4599	225
Yale-RSV-0081-1	G 	4644	5565	750
Yale-RSV-0081-1	F 	5619	7521	13526
Yale-RSV-0081-1	M2 	7567	8527	8903
Yale-RSV-0081-1	L	8460	15037	13872
sample	name	start	end	depth
Yale-RSV-0082-1	NS1 	45	576	1539
Yale-RSV-0082-1	NS2 	596	1097	951
Yale-RSV-0082-1	N 	1125	2329	8386
Yale-RSV-0082-1	P 	2331	3220	8980
Yale-RSV-0082-1	M 	3224	4180	3900
Yale-RSV-0082-1	SH 	4190	4599	175
Yale-RSV-0082-1	G 	4644	5565	1170
Yale-RSV-0082-1	F 	5619	7521	9539
Yale-RSV-0082-1	M2 	7567	8527	10440
Yale-RSV-0082-1	L	8460	15037	10006
sample	name	start	end	depth
Yale-RSV-0083-1	NS1 	45	576	1499
Yale-RSV-0083-1	NS2 	596	1097	222
Yale-RSV-0083-1	N 	1125	2329	7422
Yale-RSV-0083-1	P 	2331	3220	6739
Yale-RSV-0083-1	M 	3224	4180	9444
Yale-RSV-0083-1	SH 	4190	4599	2684
Yale-RSV-0083-1	G 	4644	5565	800
Yale-RSV-0083-1	F 	5619	7521	15753
Yale-RSV-0083-1	M2 	7567	8527	22923
Yale-RSV-0083-1	L	8460	15037	15488
sample	name	start	end	depth
Yale-RSV-0084-1	NS1 	45	576	3048
Yale-RSV-0084-1	NS2 	596	1097	2673
Yale-RSV-0084-1	N 	1125	2329	23152
Yale-RSV-0084-1	P 	2331	3220	19833
Yale-RSV-0084-1	M 	3224	4180	4169
Yale-RSV-0084-1	SH 	4190	4599	279
Yale-RSV-0084-1	G 	4644	5565	1979
Yale-RSV-0084-1	F 	5619	7521	17644
Yale-RSV-0084-1	M2 	7567	8527	17711
Yale-RSV-0084-1	L	8460	15037	18806
sample	name	start	end	depth
Yale-RSV-0085-1	NS1 	45	576	21594
Yale-RSV-0085-1	NS2 	596	1097	31462
Yale-RSV-0085-1	N 	1125	2329	23431
Yale-RSV-0085-1	P 	2331	3220	67189
Yale-RSV-0085-1	M 	3224	4180	50588
Yale-RSV-0085-1	SH 	4190	4599	22417
Yale-RSV-0085-1	G 	4644	5565	81983
Yale-RSV-0085-1	F 	5619	7521	73863
Yale-RSV-0085-1	M2 	7567	8527	111161
Yale-RSV-0085-1	L	8460	15037	51134
sample	name	start	end	depth
Yale-RSV-0086-1	NS1 	45	576	5777
Yale-RSV-0086-1	NS2 	596	1097	5874
Yale-RSV-0086-1	N 	1125	2329	43292
Yale-RSV-0086-1	P 	2331	3220	35695
Yale-RSV-0086-1	M 	3224	4180	30725
Yale-RSV-0086-1	SH 	4190	4599	657
Yale-RSV-0086-1	G 	4644	5565	6920
Yale-RSV-0086-1	F 	5619	7521	36437
Yale-RSV-0086-1	M2 	7567	8527	36834
Yale-RSV-0086-1	L	8460	15037	40336
sample	name	start	end	depth
Yale-RSV-0087-1	NS1 	45	576	3115
Yale-RSV-0087-1	NS2 	596	1097	4290
Yale-RSV-0087-1	N 	1125	2329	22991
Yale-RSV-0087-1	P 	2331	3220	24611
Yale-RSV-0087-1	M 	3224	4180	9808
Yale-RSV-0087-1	SH 	4190	4599	363
Yale-RSV-0087-1	G 	4644	5565	8378
Yale-RSV-0087-1	F 	5619	7521	21820
Yale-RSV-0087-1	M2 	7567	8527	22820
Yale-RSV-0087-1	L	8460	15037	34549
sample	name	start	end	depth
Yale-RSV-0088-1	NS1 	45	576	10
Yale-RSV-0088-1	NS2 	596	1097	0
Yale-RSV-0088-1	N 	1125	2329	0
Yale-RSV-0088-1	P 	2331	3220	7
Yale-RSV-0088-1	M 	3224	4180	10585
Yale-RSV-0088-1	SH 	4190	4599	7
Yale-RSV-0088-1	G 	4644	5565	8
Yale-RSV-0088-1	F 	5619	7521	48
Yale-RSV-0088-1	M2 	7567	8527	17227
Yale-RSV-0088-1	L	8460	15037	1929
sample	name	start	end	depth
Yale-RSV-0092-1	NS1 	45	576	44
Yale-RSV-0092-1	NS2 	596	1097	4
Yale-RSV-0092-1	N 	1125	2329	579
Yale-RSV-0092-1	P 	2331	3220	863
Yale-RSV-0092-1	M 	3224	4180	772
Yale-RSV-0092-1	SH 	4190	4599	21
Yale-RSV-0092-1	G 	4644	5565	128
Yale-RSV-0092-1	F 	5619	7521	814
Yale-RSV-0092-1	M2 	7567	8527	1069
Yale-RSV-0092-1	L	8460	15037	1042
sample	name	start	end	depth
Yale-RSV-0093-1	NS1 	45	576	601
Yale-RSV-0093-1	NS2 	596	1097	1972
Yale-RSV-0093-1	N 	1125	2329	2148
Yale-RSV-0093-1	P 	2331	3220	12204
Yale-RSV-0093-1	M 	3224	4180	1455
Yale-RSV-0093-1	SH 	4190	4599	131
Yale-RSV-0093-1	G 	4644	5565	185
Yale-RSV-0093-1	F 	5619	7521	5180
Yale-RSV-0093-1	M2 	7567	8527	13036
Yale-RSV-0093-1	L	8460	15037	6073
sample	name	start	end	depth
Yale-RSV-0094-1	NS1 	45	576	2391
Yale-RSV-0094-1	NS2 	596	1097	887
Yale-RSV-0094-1	N 	1125	2329	17624
Yale-RSV-0094-1	P 	2331	3220	15528
Yale-RSV-0094-1	M 	3224	4180	3489
Yale-RSV-0094-1	SH 	4190	4599	286
Yale-RSV-0094-1	G 	4644	5565	1783
Yale-RSV-0094-1	F 	5619	7521	11284
Yale-RSV-0094-1	M2 	7567	8527	14447
Yale-RSV-0094-1	L	8460	15037	17006
sample	name	start	end	depth
Yale-RSV-0095-1	NS1 	45	576	6
Yale-RSV-0095-1	NS2 	596	1097	0
Yale-RSV-0095-1	N 	1125	2329	0
Yale-RSV-0095-1	P 	2331	3220	93
Yale-RSV-0095-1	M 	3224	4180	19107
Yale-RSV-0095-1	SH 	4190	4599	15
Yale-RSV-0095-1	G 	4644	5565	1
Yale-RSV-0095-1	F 	5619	7521	4503
Yale-RSV-0095-1	M2 	7567	8527	77188
Yale-RSV-0095-1	L	8460	15037	29
sample	name	start	end	depth
Yale-RSV-0096-1	NS1 	45	576	3
Yale-RSV-0096-1	NS2 	596	1097	0
Yale-RSV-0096-1	N 	1125	2329	1
Yale-RSV-0096-1	P 	2331	3220	9
Yale-RSV-0096-1	M 	3224	4180	17
Yale-RSV-0096-1	SH 	4190	4599	35541
Yale-RSV-0096-1	G 	4644	5565	5165
Yale-RSV-0096-1	F 	5619	7521	7509
Yale-RSV-0096-1	M2 	7567	8527	37444
Yale-RSV-0096-1	L	8460	15037	9886
