sample	name	start	end	depth
Yale-RSV-0060-1	M gene	3254	4208	38612
Yale-RSV-0060-1	SH gene	4218	4630	39975
Yale-RSV-0060-1	G gene	4675	5600	9047
Yale-RSV-0060-1	F gene	5653	7552	59884
Yale-RSV-0060-1	M2 gene	7609	8568	47123
Yale-RSV-0060-1	L gene	8501	15080	35001
sample	name	start	end	depth
Yale-RSV-0062-1	NS1 gene	45	577	197
Yale-RSV-0062-1	NS2 gene	594	1098	713
Yale-RSV-0062-1	N gene	1125	2327	583
Yale-RSV-0062-1	P gene	2331	3244	421
Yale-RSV-0062-1	M gene	3254	4208	1122
Yale-RSV-0062-1	SH gene	4218	4630	978
Yale-RSV-0062-1	G gene	4675	5600	44
Yale-RSV-0062-1	F gene	5653	7552	1321
Yale-RSV-0062-1	M2 gene	7609	8568	3818
Yale-RSV-0062-1	L gene	8501	15080	870
sample	name	start	end	depth
Yale-RSV-0063-1	NS1 gene	45	577	2479
Yale-RSV-0063-1	NS2 gene	594	1098	1359
Yale-RSV-0063-1	N gene	1125	2327	12497
Yale-RSV-0063-1	P gene	2331	3244	22587
Yale-RSV-0063-1	M gene	3254	4208	21179
Yale-RSV-0063-1	SH gene	4218	4630	15010
Yale-RSV-0063-1	G gene	4675	5600	909
Yale-RSV-0063-1	F gene	5653	7552	29122
Yale-RSV-0063-1	M2 gene	7609	8568	47325
Yale-RSV-0063-1	L gene	8501	15080	22759
sample	name	start	end	depth
Yale-RSV-0064-1	NS1 gene	45	577	25637
Yale-RSV-0064-1	NS2 gene	594	1098	19733
Yale-RSV-0064-1	N gene	1125	2327	52760
Yale-RSV-0064-1	P gene	2331	3244	41615
Yale-RSV-0064-1	M gene	3254	4208	46474
Yale-RSV-0064-1	SH gene	4218	4630	39106
Yale-RSV-0064-1	G gene	4675	5600	47671
Yale-RSV-0064-1	F gene	5653	7552	72881
Yale-RSV-0064-1	M2 gene	7609	8568	57463
Yale-RSV-0064-1	L gene	8501	15080	49118
sample	name	start	end	depth
Yale-RSV-0065-1	NS1 gene	45	577	8042
Yale-RSV-0065-1	NS2 gene	594	1098	5808
Yale-RSV-0065-1	N gene	1125	2327	23228
Yale-RSV-0065-1	P gene	2331	3244	19108
Yale-RSV-0065-1	M gene	3254	4208	25307
Yale-RSV-0065-1	SH gene	4218	4630	24278
Yale-RSV-0065-1	G gene	4675	5600	26659
Yale-RSV-0065-1	F gene	5653	7552	39138
Yale-RSV-0065-1	M2 gene	7609	8568	32153
Yale-RSV-0065-1	L gene	8501	15080	22352
sample	name	start	end	depth
Yale-RSV-0066-1	NS1 gene	45	577	18031
Yale-RSV-0066-1	NS2 gene	594	1098	5514
Yale-RSV-0066-1	N gene	1125	2327	40289
Yale-RSV-0066-1	P gene	2331	3244	44904
Yale-RSV-0066-1	M gene	3254	4208	62255
Yale-RSV-0066-1	SH gene	4218	4630	43590
Yale-RSV-0066-1	G gene	4675	5600	2528
Yale-RSV-0066-1	F gene	5653	7552	62501
Yale-RSV-0066-1	M2 gene	7609	8568	86303
Yale-RSV-0066-1	L gene	8501	15080	45133
sample	name	start	end	depth
Yale-RSV-0067-1	NS1 gene	45	577	5069
Yale-RSV-0067-1	NS2 gene	594	1098	2451
Yale-RSV-0067-1	N gene	1125	2327	18121
Yale-RSV-0067-1	P gene	2331	3244	21746
Yale-RSV-0067-1	M gene	3254	4208	29324
Yale-RSV-0067-1	SH gene	4218	4630	20061
Yale-RSV-0067-1	G gene	4675	5600	1479
Yale-RSV-0067-1	F gene	5653	7552	34897
Yale-RSV-0067-1	M2 gene	7609	8568	42504
Yale-RSV-0067-1	L gene	8501	15080	24063
sample	name	start	end	depth
Yale-RSV-0068-1	NS1 gene	45	577	12774
Yale-RSV-0068-1	NS2 gene	594	1098	10600
Yale-RSV-0068-1	N gene	1125	2327	32300
Yale-RSV-0068-1	P gene	2331	3244	25544
Yale-RSV-0068-1	M gene	3254	4208	26683
Yale-RSV-0068-1	SH gene	4218	4630	24017
Yale-RSV-0068-1	G gene	4675	5600	39076
Yale-RSV-0068-1	F gene	5653	7552	33830
Yale-RSV-0068-1	M2 gene	7609	8568	24312
Yale-RSV-0068-1	L gene	8501	15080	23486
sample	name	start	end	depth
Yale-RSV-0069-1	NS1 gene	45	577	642
Yale-RSV-0069-1	NS2 gene	594	1098	800
Yale-RSV-0069-1	N gene	1125	2327	5575
Yale-RSV-0069-1	P gene	2331	3244	4706
Yale-RSV-0069-1	M gene	3254	4208	10656
Yale-RSV-0069-1	SH gene	4218	4630	1372
Yale-RSV-0069-1	G gene	4675	5600	36
Yale-RSV-0069-1	F gene	5653	7552	7897
Yale-RSV-0069-1	M2 gene	7609	8568	17168
Yale-RSV-0069-1	L gene	8501	15080	4907
sample	name	start	end	depth
Yale-RSV-0070-1	NS1 gene	45	577	23387
Yale-RSV-0070-1	NS2 gene	594	1098	18536
Yale-RSV-0070-1	N gene	1125	2327	54665
Yale-RSV-0070-1	P gene	2331	3244	43298
Yale-RSV-0070-1	M gene	3254	4208	46826
Yale-RSV-0070-1	SH gene	4218	4630	42919
Yale-RSV-0070-1	G gene	4675	5600	67529
Yale-RSV-0070-1	F gene	5653	7552	70659
Yale-RSV-0070-1	M2 gene	7609	8568	56538
Yale-RSV-0070-1	L gene	8501	15080	42108
sample	name	start	end	depth
Yale-RSV-0071-1	NS1 gene	45	577	7538
Yale-RSV-0071-1	NS2 gene	594	1098	1755
Yale-RSV-0071-1	N gene	1125	2327	29667
Yale-RSV-0071-1	P gene	2331	3244	9521
Yale-RSV-0071-1	M gene	3254	4208	63088
Yale-RSV-0071-1	SH gene	4218	4630	39143
Yale-RSV-0071-1	G gene	4675	5600	27390
Yale-RSV-0071-1	F gene	5653	7552	63538
Yale-RSV-0071-1	M2 gene	7609	8568	108897
Yale-RSV-0071-1	L gene	8501	15080	49057
sample	name	start	end	depth
Yale-RSV-0072-1	NS1 gene	45	577	1
Yale-RSV-0072-1	NS2 gene	594	1098	5796
Yale-RSV-0072-1	N gene	1125	2327	6482
Yale-RSV-0072-1	P gene	2331	3244	1432
Yale-RSV-0072-1	M gene	3254	4208	3470
Yale-RSV-0072-1	SH gene	4218	4630	2789
Yale-RSV-0072-1	G gene	4675	5600	0
Yale-RSV-0072-1	F gene	5653	7552	1058
Yale-RSV-0072-1	M2 gene	7609	8568	42357
Yale-RSV-0072-1	L gene	8501	15080	2300
sample	name	start	end	depth
Yale-RSV-0073-1	NS1 gene	45	577	4548
Yale-RSV-0073-1	NS2 gene	594	1098	1683
Yale-RSV-0073-1	N gene	1125	2327	7382
Yale-RSV-0073-1	P gene	2331	3244	6365
Yale-RSV-0073-1	M gene	3254	4208	11399
Yale-RSV-0073-1	SH gene	4218	4630	10898
Yale-RSV-0073-1	G gene	4675	5600	696
Yale-RSV-0073-1	F gene	5653	7552	11832
Yale-RSV-0073-1	M2 gene	7609	8568	13384
Yale-RSV-0073-1	L gene	8501	15080	8771
sample	name	start	end	depth
Yale-RSV-0074-1	NS1 gene	45	577	21210
Yale-RSV-0074-1	NS2 gene	594	1098	17198
Yale-RSV-0074-1	N gene	1125	2327	47760
Yale-RSV-0074-1	P gene	2331	3244	34676
Yale-RSV-0074-1	M gene	3254	4208	40076
Yale-RSV-0074-1	SH gene	4218	4630	36550
Yale-RSV-0074-1	G gene	4675	5600	67386
Yale-RSV-0074-1	F gene	5653	7552	57662
Yale-RSV-0074-1	M2 gene	7609	8568	45220
Yale-RSV-0074-1	L gene	8501	15080	36009
sample	name	start	end	depth
Yale-RSV-0077-1	NS1 gene	45	577	787
Yale-RSV-0077-1	NS2 gene	594	1098	1384
Yale-RSV-0077-1	N gene	1125	2327	2909
Yale-RSV-0077-1	P gene	2331	3244	997
Yale-RSV-0077-1	M gene	3254	4208	1510
Yale-RSV-0077-1	SH gene	4218	4630	1196
Yale-RSV-0077-1	G gene	4675	5600	806
Yale-RSV-0077-1	F gene	5653	7552	4931
Yale-RSV-0077-1	M2 gene	7609	8568	12187
Yale-RSV-0077-1	L gene	8501	15080	1617
sample	name	start	end	depth
Yale-RSV-0079-1	NS1 gene	45	577	456
Yale-RSV-0079-1	NS2 gene	594	1098	845
Yale-RSV-0079-1	N gene	1125	2327	2193
Yale-RSV-0079-1	P gene	2331	3244	13919
Yale-RSV-0079-1	M gene	3254	4208	1076
Yale-RSV-0079-1	SH gene	4218	4630	2434
Yale-RSV-0079-1	G gene	4675	5600	105
Yale-RSV-0079-1	F gene	5653	7552	7468
Yale-RSV-0079-1	M2 gene	7609	8568	31205
Yale-RSV-0079-1	L gene	8501	15080	6223
sample	name	start	end	depth
Yale-RSV-0080-1	NS1 gene	45	577	27355
Yale-RSV-0080-1	NS2 gene	594	1098	8860
Yale-RSV-0080-1	N gene	1125	2327	62094
Yale-RSV-0080-1	P gene	2331	3244	71944
Yale-RSV-0080-1	M gene	3254	4208	80721
Yale-RSV-0080-1	SH gene	4218	4630	73160
Yale-RSV-0080-1	G gene	4675	5600	9854
Yale-RSV-0080-1	F gene	5653	7552	102606
Yale-RSV-0080-1	M2 gene	7609	8568	133744
Yale-RSV-0080-1	L gene	8501	15080	72046
sample	name	start	end	depth
Yale-RSV-0081-1	NS1 gene	45	577	7549
Yale-RSV-0081-1	NS2 gene	594	1098	4782
Yale-RSV-0081-1	N gene	1125	2327	23781
Yale-RSV-0081-1	P gene	2331	3244	20636
Yale-RSV-0081-1	M gene	3254	4208	27065
Yale-RSV-0081-1	SH gene	4218	4630	25886
Yale-RSV-0081-1	G gene	4675	5600	5706
Yale-RSV-0081-1	F gene	5653	7552	36867
Yale-RSV-0081-1	M2 gene	7609	8568	25552
Yale-RSV-0081-1	L gene	8501	15080	23018
sample	name	start	end	depth
Yale-RSV-0082-1	NS1 gene	45	577	7415
Yale-RSV-0082-1	NS2 gene	594	1098	5647
Yale-RSV-0082-1	N gene	1125	2327	17258
Yale-RSV-0082-1	P gene	2331	3244	16088
Yale-RSV-0082-1	M gene	3254	4208	18777
Yale-RSV-0082-1	SH gene	4218	4630	13316
Yale-RSV-0082-1	G gene	4675	5600	15600
Yale-RSV-0082-1	F gene	5653	7552	26594
Yale-RSV-0082-1	M2 gene	7609	8568	24981
Yale-RSV-0082-1	L gene	8501	15080	16696
sample	name	start	end	depth
Yale-RSV-0083-1	NS1 gene	45	577	5352
Yale-RSV-0083-1	NS2 gene	594	1098	2343
Yale-RSV-0083-1	N gene	1125	2327	13393
Yale-RSV-0083-1	P gene	2331	3244	13562
Yale-RSV-0083-1	M gene	3254	4208	28323
Yale-RSV-0083-1	SH gene	4218	4630	16359
Yale-RSV-0083-1	G gene	4675	5600	1078
Yale-RSV-0083-1	F gene	5653	7552	34067
Yale-RSV-0083-1	M2 gene	7609	8568	45914
Yale-RSV-0083-1	L gene	8501	15080	24272
sample	name	start	end	depth
Yale-RSV-0084-1	NS1 gene	45	577	20371
Yale-RSV-0084-1	NS2 gene	594	1098	14806
Yale-RSV-0084-1	N gene	1125	2327	44897
Yale-RSV-0084-1	P gene	2331	3244	34300
Yale-RSV-0084-1	M gene	3254	4208	30732
Yale-RSV-0084-1	SH gene	4218	4630	31232
Yale-RSV-0084-1	G gene	4675	5600	20533
Yale-RSV-0084-1	F gene	5653	7552	50098
Yale-RSV-0084-1	M2 gene	7609	8568	41450
Yale-RSV-0084-1	L gene	8501	15080	32051
sample	name	start	end	depth
Yale-RSV-0086-1	NS1 gene	45	577	36521
Yale-RSV-0086-1	NS2 gene	594	1098	28478
Yale-RSV-0086-1	N gene	1125	2327	84657
Yale-RSV-0086-1	P gene	2331	3244	65902
Yale-RSV-0086-1	M gene	3254	4208	73116
Yale-RSV-0086-1	SH gene	4218	4630	67744
Yale-RSV-0086-1	G gene	4675	5600	88029
Yale-RSV-0086-1	F gene	5653	7552	106438
Yale-RSV-0086-1	M2 gene	7609	8568	87263
Yale-RSV-0086-1	L gene	8501	15080	66213
sample	name	start	end	depth
Yale-RSV-0087-1	NS1 gene	45	577	22581
Yale-RSV-0087-1	NS2 gene	594	1098	20056
Yale-RSV-0087-1	N gene	1125	2327	42959
Yale-RSV-0087-1	P gene	2331	3244	44006
Yale-RSV-0087-1	M gene	3254	4208	48255
Yale-RSV-0087-1	SH gene	4218	4630	39145
Yale-RSV-0087-1	G gene	4675	5600	72970
Yale-RSV-0087-1	F gene	5653	7552	61335
Yale-RSV-0087-1	M2 gene	7609	8568	53024
Yale-RSV-0087-1	L gene	8501	15080	55391
sample	name	start	end	depth
Yale-RSV-0089-1	NS1 gene	45	577	35409
Yale-RSV-0089-1	NS2 gene	594	1098	26413
Yale-RSV-0089-1	N gene	1125	2327	70858
Yale-RSV-0089-1	P gene	2331	3244	54108
Yale-RSV-0089-1	M gene	3254	4208	59789
Yale-RSV-0089-1	SH gene	4218	4630	54373
Yale-RSV-0089-1	G gene	4675	5600	141490
Yale-RSV-0089-1	F gene	5653	7552	85598
Yale-RSV-0089-1	M2 gene	7609	8568	70553
Yale-RSV-0089-1	L gene	8501	15080	55285
sample	name	start	end	depth
Yale-RSV-0090-1	NS1 gene	45	577	21464
Yale-RSV-0090-1	NS2 gene	594	1098	7554
Yale-RSV-0090-1	N gene	1125	2327	45512
Yale-RSV-0090-1	P gene	2331	3244	51612
Yale-RSV-0090-1	M gene	3254	4208	61860
Yale-RSV-0090-1	SH gene	4218	4630	50769
Yale-RSV-0090-1	G gene	4675	5600	5217
Yale-RSV-0090-1	F gene	5653	7552	75597
Yale-RSV-0090-1	M2 gene	7609	8568	90914
Yale-RSV-0090-1	L gene	8501	15080	54876
sample	name	start	end	depth
Yale-RSV-0091-1	NS1 gene	45	577	26792
Yale-RSV-0091-1	NS2 gene	594	1098	25841
Yale-RSV-0091-1	N gene	1125	2327	74488
Yale-RSV-0091-1	P gene	2331	3244	61849
Yale-RSV-0091-1	M gene	3254	4208	66096
Yale-RSV-0091-1	SH gene	4218	4630	58793
Yale-RSV-0091-1	G gene	4675	5600	112448
Yale-RSV-0091-1	F gene	5653	7552	90103
Yale-RSV-0091-1	M2 gene	7609	8568	62161
Yale-RSV-0091-1	L gene	8501	15080	58638
sample	name	start	end	depth
Yale-RSV-0092-1	NS1 gene	45	577	137
Yale-RSV-0092-1	NS2 gene	594	1098	221
Yale-RSV-0092-1	N gene	1125	2327	1025
Yale-RSV-0092-1	P gene	2331	3244	1887
Yale-RSV-0092-1	M gene	3254	4208	1710
Yale-RSV-0092-1	SH gene	4218	4630	1331
Yale-RSV-0092-1	G gene	4675	5600	1425
Yale-RSV-0092-1	F gene	5653	7552	1728
Yale-RSV-0092-1	M2 gene	7609	8568	2331
Yale-RSV-0092-1	L gene	8501	15080	1636
sample	name	start	end	depth
Yale-RSV-0093-1	NS1 gene	45	577	307
Yale-RSV-0093-1	NS2 gene	594	1098	2736
Yale-RSV-0093-1	N gene	1125	2327	3608
Yale-RSV-0093-1	P gene	2331	3244	21536
Yale-RSV-0093-1	M gene	3254	4208	5380
Yale-RSV-0093-1	SH gene	4218	4630	6356
Yale-RSV-0093-1	G gene	4675	5600	352
Yale-RSV-0093-1	F gene	5653	7552	12054
Yale-RSV-0093-1	M2 gene	7609	8568	24670
Yale-RSV-0093-1	L gene	8501	15080	9079
sample	name	start	end	depth
Yale-RSV-0094-1	NS1 gene	45	577	10560
Yale-RSV-0094-1	NS2 gene	594	1098	6865
Yale-RSV-0094-1	N gene	1125	2327	33571
Yale-RSV-0094-1	P gene	2331	3244	23920
Yale-RSV-0094-1	M gene	3254	4208	23855
Yale-RSV-0094-1	SH gene	4218	4630	26989
Yale-RSV-0094-1	G gene	4675	5600	21746
Yale-RSV-0094-1	F gene	5653	7552	37179
Yale-RSV-0094-1	M2 gene	7609	8568	34458
Yale-RSV-0094-1	L gene	8501	15080	27562
